x@CMN_123.fofxy_3;x@CMN_456.fofxy_3;x@CMN_789.fofxy_3;x@M1_CC.fofxy_3;x@M2_CC.fofxy_3;x@M3_CC.fofxy_3;x@M4_CC.fofxy_3;x@M5_CC.fofxy_3;x@M6_CC.fofxy_3;x@M7_CC.fofxy_3;x@M8_CC.fofxy_3;x@M9_CC.fofxy_3;temp@M1_TOP.dynamic_pn_chamber_th_2;temp@M1_P2.dynamic_pn_chamber_th_2;temp@M1_P3.dynamic_pn_chamber_th_2;temp@M1_P4.dynamic_pn_chamber_th_2;temp@M1_P5.dynamic_pn_chamber_th_2;temp@M1_P6.dynamic_pn_chamber_th_2;temp@M1_P7.dynamic_pn_chamber_th_2;temp@M1_BOTTOM.dynamic_pn_chamber_th_1;temp@M2_TOP.dynamic_pn_chamber_th_2;temp@M2_P2.dynamic_pn_chamber_th_2;temp@M2_P3.dynamic_pn_chamber_th_2;temp@M2_P4.dynamic_pn_chamber_th_2;temp@M2_P5.dynamic_pn_chamber_th_2;temp@M2_P6.dynamic_pn_chamber_th_2;temp@M2_P7.dynamic_pn_chamber_th_2;temp@M2_BOTTOM.dynamic_pn_chamber_th_5;temp@M3_TOP.dynamic_pn_chamber_th_2;temp@M3_P2.dynamic_pn_chamber_th_2;temp@M3_P3.dynamic_pn_chamber_th_2;temp@M3_P4.dynamic_pn_chamber_th_2;temp@M3_P5.dynamic_pn_chamber_th_2;temp@M3_P6.dynamic_pn_chamber_th_2;temp@M3_P7.dynamic_pn_chamber_th_2;temp@M3_BOTTOM.dynamic_pn_chamber_th_1;temp@M4_TOP.dynamic_pn_chamber_th_2;temp@M4_P2.dynamic_pn_chamber_th_2;temp@M4_P3.dynamic_pn_chamber_th_2;temp@M4_P4.dynamic_pn_chamber_th_2;temp@M4_P5.dynamic_pn_chamber_th_2;temp@M4_P6.dynamic_pn_chamber_th_2;temp@M4_P7.dynamic_pn_chamber_th_2;temp@M4_BOTTOM.dynamic_pn_chamber_th_5;temp@M5_TOP.dynamic_pn_chamber_th_2;temp@M5_P2.dynamic_pn_chamber_th_2;temp@M5_P3.dynamic_pn_chamber_th_2;temp@M5_P4.dynamic_pn_chamber_th_2;temp@M5_P5.dynamic_pn_chamber_th_2;temp@M5_P6.dynamic_pn_chamber_th_2;temp@M5_P7.dynamic_pn_chamber_th_2;temp@M5_BOTTOM.dynamic_pn_chamber_th_1;temp@M6_TOP.dynamic_pn_chamber_th_2;temp@M6_P2.dynamic_pn_chamber_th_2;temp@M6_P3.dynamic_pn_chamber_th_2;temp@M6_P4.dynamic_pn_chamber_th_2;temp@M6_P5.dynamic_pn_chamber_th_2;temp@M6_P6.dynamic_pn_chamber_th_2;temp@M6_P7.dynamic_pn_chamber_th_2;temp@M6_BOTTOM.dynamic_pn_chamber_th_5;temp@M7_TOP.dynamic_pn_chamber_th_2;temp@M7_P2.dynamic_pn_chamber_th_2;temp@M7_P3.dynamic_pn_chamber_th_2;temp@M7_P4.dynamic_pn_chamber_th_2;temp@M7_P5.dynamic_pn_chamber_th_2;temp@M7_P6.dynamic_pn_chamber_th_2;temp@M7_P7.dynamic_pn_chamber_th_2;temp@M7_BOTTOM.dynamic_pn_chamber_th_1;temp@M8_TOP.dynamic_pn_chamber_th_2;temp@M8_P2.dynamic_pn_chamber_th_2;temp@M8_P3.dynamic_pn_chamber_th_2;temp@M8_P4.dynamic_pn_chamber_th_2;temp@M8_P5.dynamic_pn_chamber_th_2;temp@M8_P6.dynamic_pn_chamber_th_2;temp@M8_P7.dynamic_pn_chamber_th_2;temp@M8_BOTTOM.dynamic_pn_chamber_th_1;temp@M0_TOP.dynamic_pn_chamber_th;temp@M0_P2.dynamic_pn_chamber_th;temp@M0_P3.dynamic_pn_chamber_th;temp@M0_P4.dynamic_pn_chamber_th;temp@M0_P5.dynamic_pn_chamber_th;temp@M0_P6.dynamic_pn_chamber_th;temp@M0_P7.dynamic_pn_chamber_th;temp@M0_BOTTOM.dynamic_pn_chamber_th;temp@M9_TOP.dynamic_pn_chamber_th_2;temp@M9_P2.dynamic_pn_chamber_th_2;temp@M9_P3.dynamic_pn_chamber_th_2;temp@M9_P4.dynamic_pn_chamber_th_2;temp@M9_P5.dynamic_pn_chamber_th_2;temp@M9_P6.dynamic_pn_chamber_th_2;temp@M9_P7.dynamic_pn_chamber_th_2;temp@M9_BOTTOM.dynamic_pn_chamber_th_1
0,61;0,182;0,044;0,344;0,569;0,356;0,488;0,746;0,571;0,531;0,47;0,38;320,3959318;320,0591028;320,5720175;320,6680774;320,374238;319,5049697;317,2008441;311,1007554;354,6787105;353,2117327;353,8094905;353,9123349;353,4998023;352,3984255;350,2946763;351,7748894;393,8667155;391,7465248;392,2011404;392,2333748;391,8665365;391,0296845;389,9125897;378,3233788;430,6836734;428,2429165;427,3060909;426,0971157;424,7174025;423,7038045;422,5354706;404,1526635;496,8667939;496,2952391;495,8870279;495,642287;495,585801;495,8145199;493,8399453;475,1819936;594,881887;591,6729914;591,62062;591,6217593;591,8433241;592,2790423;588,3156802;557,1306316;628,4819755;623,0160588;623,5083244;623,7509291;623,6227421;622,8535282;617,060046;574,5870957;505,5084204;504,6728219;505,3622885;505,52611;505,2380838;503,7881684;496,6904038;475,2137489;427,761605;442,60115;442,1566919;440,5199619;437,5015597;432,6298146;427,8387759;375,0235597;424,6827883;426,3820948;426,4228625;426,1967466;425,3070565;422,9449219;415,3183536;391,8896516
0,381;0,398;0,292;0,925;0,765;0,888;0,625;0,741;0,967;0,974;0,705;0,667;370,9023488;369,3446189;370,5395939;370,6144148;369,6683777;367,0793232;360,7260876;343,2575367;400,79234;398,7442869;399,3072059;399,3482546;398,8549103;397,5624641;394,79235;392,7038194;515,6586008;507,4095245;508,559814;508,6258399;507,6897369;505,5239779;502,6688379;472,013896;470,4985973;468,9909886;468,6790723;468,3898362;467,4690835;466,7095154;463,9092503;436,5317623;506,8763359;505,856716;505,3846192;505,1883179;505,1176916;505,3618206;503,3530806;483,4215065;703,701487;697,5007478;697,7015477;697,8204007;698,2040027;698,8604655;692,4022235;647,6067693;722,4549865;713,3164234;713,8499737;714,18625;713,8656814;712,5757109;704,4148631;646,5525181;539,8600303;537,2245604;539,0509438;539,3299506;538,8129593;536,5615754;526,8489071;502,3316666;447,8309841;457,9033195;462,7691877;460,9333913;456,7362736;449,9143845;441,4441674;388,164717;454,0228129;455,0867644;455,9175278;455,316479;453,4589705;449,7895499;440,2547829;409,9244515
0,144;0,679;0,073;0,911;0,708;0,532;0,53;0,341;0,072;0,368;0,078;0,367;384,2681021;382,4804696;383,2697277;383,0857185;381,9193996;378,9349813;371,8074026;352,442652;402,0720048;400,3392775;400,6645265;400,6312338;400,2481702;399,2002548;396,7448703;392,9711977;445,051955;441,3941043;441,9680294;442,0723488;441,7443954;440,8527283;439,137972;420,6782096;420,5963054;419,7678533;419,7406728;419,8831737;420,1192396;420,3384432;419,1050855;401,2255234;390,3021291;389,7322959;389,7423497;389,7546762;389,7660318;389,7702186;389,2034795;380,9051161;409,0683465;409,023543;408,7068035;408,3478128;408,3846786;408,623661;408,2011527;395,1779365;469,4799153;465,4821815;466,5944008;467,0221038;466,601871;465,2905615;462,3592717;441,0982022;371,2974473;370,7449651;371,3377105;371,3144143;371,0986739;370,4873368;368,4247306;363,0708038;359,9515413;359,9779227;364,2258649;363,2382293;361,2583776;358,0572502;354,2148708;329,5362363;364,0261172;364,2114398;364,8646934;364,410769;363,3882751;361,5835183;357,5343602;344,0495398
0,283;0,968;0,776;0,612;0,689;0,543;0,343;0,32;0,377;0,576;0,435;0,567;339,1416597;337,9809886;338,7594362;338,8492052;338,275238;336,7173764;332,9709887;322,5944201;369,9434576;367,8440958;368,4625546;368,5650732;368,1094461;366,906183;364,5715499;365,7000519;421,3420223;417,1102674;417,9860275;418,1431486;417,6930649;416,486184;414,8255778;397,7384237;391,3747072;391,2411687;391,1799098;391,217744;391,0160115;390,8152551;389,791419;375,2466536;386,626054;386,2066234;386,0750357;386,0273631;386,0239402;386,0899116;385,6855387;378,8066321;524,6040658;522,7102145;522,6345223;522,4268386;522,585944;522,9417388;520,7906819;496,9974752;578,5628011;571,0818938;572,6617371;573,3021039;572,7000111;570,819754;565,7065128;528,8957061;439,2594351;436,3950916;438,844359;439,005246;438,3616964;436,3810101;430,0202707;418,5628307;390,2860127;387,4744019;395,8427369;394,1200678;390,6613391;385,4237849;379,7149061;351,8633102;392,5795256;392,1763282;393,486221;392,7788264;391,1500094;388,3962765;382,5540261;363,1291519
0,004;0,599;0,323;0,344;0,343;0,475;0,469;0,546;0,51;0,324;0,341;0,564;334,5923296;334,2058926;334,4624396;334,3799048;333,9346761;332,7682818;329,7241432;321,4055305;348,0750716;347,3097603;347,4770627;347,4638914;347,2848354;346,7882398;345,6275264;344,2639492;403,3051026;399,7386941;400,3694086;400,5224516;400,2320553;399,3905699;398,1204847;384,2311735;396,8035021;395,4102644;395,6501534;395,5601166;394,9535312;394,3788994;393,4989247;381,6367079;438,6942016;437,4533421;437,4960075;437,5338754;437,5968255;437,7040812;436,7229627;424,0192183;530,6352155;527,5348968;527,7718433;528,0001404;528,0393421;528,2234059;526,0252392;505,6378482;507,2506167;503,7450382;504,4610961;504,733648;504,4003701;503,4005983;500,1727748;475,3750523;426,6576337;424,9012919;426,7384192;426,820587;426,3276458;424,8002921;419,642338;408,860331;389,3721711;388,3872623;395,7909974;394,2189178;391,0936822;386,1848543;380,4325982;349,1371377;394,7009296;394,56433;395,7642472;395,1041473;393,5002894;390,7361913;384,7823034;365,0512551
0,004;0,599;0,323;0,344;0,343;0,475;0,387;0,546;0,509;0,324;0,341;0,564;333,7340101;333,3194538;333,5863554;333,507755;333,0635152;331,9056697;328,9084171;320,7188144;347,2478131;346,4696917;346,6436223;346,6316263;346,4484855;345,9435043;344,7783564;343,5303263;401,7253125;398,1526443;398,79461;398,9520021;398,6583016;397,8076285;396,5253793;382,697995;390,3967545;389,2792436;389,3843892;389,2153317;388,4810262;387,8117916;386,8729537;374,6592841;437,7530159;436,4827496;436,5255734;436,5638244;436,6289764;436,7423586;435,791544;423,2250029;527,2970748;524,123935;524,3832112;524,6141503;524,6510462;524,8214388;522,7490695;503,059941;501,984086;498,3878742;499,1157954;499,3954978;499,0716735;498,0910813;495,0308687;471,0126127;422,5321116;420,6798561;422,5045258;422,5931935;422,120942;420,6354846;415,6530563;405,3880729;385,8413661;384,6097836;391,8772923;390,3860314;387,4607803;382,8148592;377,3511414;347,6604687;392,1253301;391,8993356;393,0383881;392,3929823;390,8322465;388,1541585;382,4219069;363,1639132
0,662;0,384;0,645;0,113;0,197;0,228;0,141;0,278;0,567;0,812;0,734;0,448;301,310968;301,1130231;301,3024516;301,350116;301,2717586;300,9940306;300,2717617;298,335212;311,8046297;311,2596012;311,5213729;311,5907011;311,4765459;311,1053723;310,38833;311,4699889;337,4758709;335,9328458;336,4003002;336,5205825;336,3101773;335,7401208;335,0601161;329,0353622;343,1541586;342,4707581;342,0040931;341,6210712;340,6929718;339,9970348;339,7656926;333,6103866;393,9519073;394,8437837;393,689322;393,2210111;393,150088;393,7779368;394,0299039;389,5353373;599,0446398;595,7314599;595,5521263;595,2698401;595,5375159;596,1819676;592,604901;560,3628286;663,8203603;652,1253718;654,1786358;655,1264063;654,5029717;652,1734732;644,7292681;593,8521046;483,8754872;478,6324081;481,868901;482,335976;481,4679178;478,4571115;468,5779037;452,483084;395,1951842;391,5762993;399,5510515;397,6430272;393,4872719;387,6263253;382,1624907;362,3080369;385,8318127;385,8210441;386,8903733;386,2514153;384,880683;382,4685942;376,9302231;359,1165885
0,111;0,207;0,499;0,849;0,829;0,86;0,931;0,964;0,951;0,7;0,831;0,857;429,2226483;427,8565844;427,9062797;427,9332225;428,0015729;427,7228207;420,7566675;397,0995659;451,3901245;449,5142596;449,6625316;449,6485388;449,6014118;449,4648005;447,3559128;436,6851326;558,3831443;551,7904464;552,5524713;552,7324918;552,7318369;552,59138;550,1992188;517,9627993;524,2904429;520,7270071;520,5681599;520,3119271;519,7816635;519,6393815;515,7197127;479,4375394;553,7060199;550,5325211;550,569915;550,6623375;550,8393063;551,1174888;548,3010087;521,2388628;700,2672788;694,5396118;694,6034709;694,5858511;694,9257362;695,7114433;689,2862088;645,9030627;716,6410894;710,8543141;710,9515765;711,1384024;711,4877176;712,0266563;704,7101709;650,4449239;610,6094279;609,4534418;610,570635;610,8882523;610,5560837;608,7615148;598,3029529;562,0354804;499,19046;530,5059041;530,9119071;531,2017425;530,3784211;526,1467836;515,0360988;419,0876088;538,9942097;541,7574516;541,7971412;541,7248032;540,7242324;536,6275798;521,7734488;477,38037
0,599;0,638;0,122;0,752;0,463;0,248;0,359;0,31;0,536;0,557;0,497;0,703;339,1816922;337,5554738;338,5904683;338,8304909;338,2770359;336,5988127;332,6274466;321,4772765;349,9695333;348,8854166;349,3748222;349,477535;349,2353595;348,5074442;346,9209874;346,4683183;365,1180489;363,8080576;364,1864379;364,2681582;364,0991417;363,6297272;362,8816823;354,6422273;369,724288;368,7882192;368,7401328;368,6130959;368,1340168;367,7125972;367,20645;359,5955381;396,697767;397,1879419;396,423468;396,0764684;396,0019444;396,3571843;396,1491682;390,0097086;565,4835785;562,3415699;562,5115147;562,5069457;562,677685;562,9952752;560,0123621;533,5331628;585,4731284;578,4295844;579,900148;580,4999397;580,0895489;578,5675415;573,3228903;535,8685355;468,9469369;466,19614;468,3481027;468,5235358;467,8882339;465,8333727;458,8512925;443,8219699;415,3000346;415,5140368;424,033146;422,1522633;418,3160344;412,1823663;404,5968873;364,7524371;423,2879433;423,1627523;424,5060346;423,7114053;421,6638276;418,1081;410,3869897;384,999451
0,019;0,258;0,135;0,429;0,313;0,136;0,23;0,365;0,397;0,517;0,768;0,551;340,8971232;340,5378761;340,8977991;340,7944544;340,2442558;338,8139578;335,1367973;325,3276572;346,9707647;346,4526505;346,5607922;346,5487671;346,4255428;346,0553302;345,0484568;342,881175;349,3668088;348,9218735;348,9751676;348,9824273;348,9565648;348,8625659;348,4999049;343,4900585;355,7542852;354,9577799;354,8633356;354,6116721;354,0778149;353,6026584;353,0695166;345,626298;392,9948414;392,4684886;392,3882094;392,3721141;392,3974671;392,4897441;392,0136505;384,7692787;547,8055664;546,0392432;545,7521749;545,5418954;545,8541519;546,4926804;543,4979971;515,677041;633,3530647;628,3158219;628,8679097;629,0768433;628,8343457;627,9132277;621,2791135;578,2144842;538,2149934;535,7862629;537,669443;537,9566994;537,2834978;534,5973606;523,8633215;499,0550607;436,9579215;446,9322932;450,4974944;448,435403;444,1713297;437,5687057;430,010872;384,9446872;435,463492;436,9298806;437,5435372;437,0033127;435,3692333;432,1042266;423,5265693;397,0225399
0,749;0,7;0,116;0,787;0,58;0,289;0,315;0,41;0,376;0,199;0,044;0,205;340,2545385;338,4455315;339,510107;339,761154;339,1901986;337,4662925;333,4338082;322,0178953;357,1179793;355,5544425;356,1958409;356,3398879;356,0242547;355,0669332;353,1289625;353,6392005;373,8164622;372,1947534;372,6690969;372,7767253;372,5703701;371,9963423;371,1103049;361,4701745;370,0629723;369,4424681;369,4101584;369,2888192;368,6571073;368,0871939;367,3850622;358,6464161;403,7975222;403,2776492;403,1876688;403,1181913;403,0869762;403,1310913;402,4627618;393,4120651;447,2338755;444,624812;445,2008811;445,6722338;445,7051638;445,5567341;444,559186;434,5201617;402,9275244;400,5894448;401,3318936;401,6486627;401,3966309;400,5817703;398,8292983;386,4668609;342,5899276;341,9110262;342,6090508;342,5916312;342,3651459;341,7796249;340,0662366;337,026746;332,9363345;330,8706816;334,7238263;333,9141842;332,3297591;330,0763576;327,9475704;315,1452662;332,1132502;332,1140515;332,6145624;332,2812937;331,6771886;330,6646295;328,4371902;320,8720192
0,755;0,457;0,322;0,521;0,66;0,729;0,798;0,813;0,671;0,377;0,323;0,043;330,99337;330,2105957;330,9186545;331,0594269;330,651916;329,4376298;326,3061635;317,6475431;365,6263027;363,6887124;364,3555277;364,4826265;364,053947;362,8645964;360,5882909;362,0831371;458,9734131;452,2977881;453,4382169;453,6197473;452,8412334;450,9222887;448,9920771;426,2688324;458,6354387;455,4833062;455,6941948;455,5248715;454,7024234;453,928909;452,6108429;433,9992509;507,3993113;504,910121;504,9099706;504,9195501;505,0066752;505,2154428;503,4254809;482,3431924;576,6668869;571,3677272;571,9722521;572,480642;572,6113691;572,7108357;570,1757601;546,3873257;510,7554537;505,8137039;506,6375916;506,9939866;506,5371041;505,1931124;501,9676857;475,7657593;389,4922607;386,9984695;388,7480107;388,9735707;388,4942346;386,8281985;381,3798055;374,4488488;338,1379681;334,1058789;337,7840701;336,574271;334,0004383;330,9034731;329,3736306;324,4285047;322,8970684;322,9674703;323,2738504;323,054681;322,64154;321,9276364;320,1626519;314,4842309
0,039;0,665;0,737;0,447;0,653;0,403;0,268;0,342;0,445;0,499;0,382;0,327;342,9732363;342,2190997;342,5770373;342,4833802;341,9067791;340,4279189;336,7233812;326,6761227;375,083601;373,2817649;373,6996409;373,6877084;373,2754521;372,200823;370,0025075;369,8137027;404,6437823;402,1215733;402,5833826;402,6698245;402,4367423;401,7683094;400,5400667;387,2631469;381,2889031;381,1999972;380,9917449;380,8454161;380,4564072;380,1430815;379,1275511;365,649238;389,6296833;389,0211762;389,0378957;389,0528457;389,0736871;389,1058119;388,5813837;381,2222627;521,3850941;518,8938025;518,7977401;518,7268413;518,8343917;519,3246788;517,6000241;496,6761904;545,0587058;538,7316878;540,0232719;540,5550018;539,9815336;538,2615658;534,0822541;502,5734394;411,6808262;409,1921065;411,2719456;411,4827982;410,953144;409,1816868;403,4592101;394,6429245;362,4974008;359,6223642;365,3516666;364,0272494;361,2984143;357,4251409;353,8277278;338,3669107;358,3210111;358,2670029;359,0148823;358,5426927;357,5850518;355,9241789;352,1626398;339,6630399
0,802;0,953;0,094;0,901;0,867;0,928;0,798;0,612;0,339;0,372;0,276;0,227;359,8355439;358,0995773;359,2899856;359,487401;358,6862846;356,4406534;350,9574165;335,5725687;398,1483279;395,4829021;396,2889845;396,4128934;395,835368;394,2886477;391,2243439;391,4479324;512,2781761;503,1538744;504,6113233;504,8237622;503,7942294;501,2671321;498,4223314;467,1514609;473,7667414;471,9169497;472,2227166;472,4907322;472,3559318;472,1174615;469,9967646;445,2863919;463,2884001;462,0140258;462,0216695;462,0246964;462,0314171;462,065665;460,6668884;444,285693;499,3065467;497,5835882;497,7225728;497,7374285;497,7739835;497,8050894;495,8108384;475,40055;509,5471227;505,3949503;506,377865;506,7583192;506,3510241;505,0569429;501,3910023;474,8181803;408,8838174;407,3796501;408,7080085;408,8364595;408,346529;406,7725321;401,6758879;392,4569278;365,4986315;364,3934248;368,6584105;367,1232997;363,974066;359,7491341;356,317614;336,762542;355,1919566;355,6415488;356,1985668;355,7985191;354,9501679;353,4702045;349,8398738;338,1409183
0,918;0,898;0,728;0,702;0,605;0,637;0,617;0,351;0,542;0,734;0,461;0,406;339,5711029;338,2176394;339,1655783;339,3682943;338,8260962;337,2256294;333,3187219;322,3429466;362,7719305;361,0988096;361,7252051;361,8518942;361,4922698;360,464189;358,3988801;358,9795691;434,5062123;429,0391006;430,175994;430,4092403;429,7795433;428,1390039;426,3271699;406,8038866;416,7941541;415,373223;415,7632876;416,0528938;416,1874606;416,1576184;415,3613538;401,2643061;400,2287338;399,9276546;399,5734149;399,4272032;399,391453;399,5666659;399,181248;391,5821247;568,4027887;565,0354564;565,1783871;565,0927534;565,3049558;565,7299497;563,2162033;536,6165561;612,1454567;601,7036084;603,4746567;604,3077872;603,7039929;601,639727;596,6301655;554,639504;430,4209083;427,1332966;429,3701547;429,6457379;429,1170202;427,2146515;420,8754799;410,6134656;372,3336674;369,38938;375,4601816;374,1480112;371,4151431;367,3504968;363,3415713;345,7202555;370,5432872;370,1865264;371,0173508;370,5145142;369,4036373;367,4769763;363,1153997;348,3512125
0,918;0,029;0,429;0,071;0,121;0,402;0,424;0,655;0,592;0,458;0,635;0,847;300,6218962;300,5861889;300,7316701;300,7617577;300,6905292;300,4617887;299,8139212;298,1311814;310,7174592;310,4336899;310,599308;310,6324894;310,528891;310,2331304;309,6344896;310,0256244;384,0907836;381,1764922;381,7178238;381,7461131;381,1252139;379,8752932;378,7302678;367,3617979;416,8929597;414,657068;413,5494306;412,4959906;411,3149678;410,498283;409,7480626;392,9493328;466,198396;465,4794922;465,2510441;465,0136078;464,9621522;465,1506579;463,7473272;448,8495932;581,0234797;577,4167997;577,4820486;577,5732837;577,8606237;578,3699626;575,0795133;547,7176526;607,1274595;602,977746;603,1257174;603,2121772;603,2093797;602,9392924;598,416981;561,4699674;523,8661747;522,4474458;523,5806663;523,8426797;523,6631973;522,3555488;515,0110956;492,1034705;455,7441475;471,0340969;473,5836902;473,2299408;471,4952239;466,6458632;456,395858;389,7371277;486,2261944;487,5546649;488,4760887;487,8208214;485,7709177;481,3640734;469,8322057;434,1414511
0,801;0,85;0,084;0,287;0,275;0,352;0,446;0,219;0,213;0,018;0,087;0,213;310,6553467;310,1324762;310,5389886;310,642441;310,4573955;309,8474145;308,3248128;304,0974154;321,8534374;321,1330854;321,4719103;321,5601974;321,4072678;320,9296176;319,9770745;320,8533071;360,4456491;357,8010415;358,5378049;358,739353;358,3994429;357,4893988;356,4983567;347,1455853;363,510019;362,1799993;362,7274162;363,0189805;363,1876602;363,1163701;363,0248859;358,0005346;354,2064552;353,9375462;353,9168287;353,8951036;353,8847065;353,8935462;353,6431559;349,0949015;373,2621304;371,9133731;372,2933702;372,6414942;372,6513152;372,5030748;372,0479969;368,280333;338,4405712;338,1481829;338,237743;338,2615931;338,2332597;338,1396124;337,7725836;334,0675457;335,1202137;334,4839191;335,1626467;335,184802;335,0140766;334,5012638;332,9963506;330,2226021;325,1244661;323,6807599;326,9108874;326,3073639;325,2218182;323,5597993;321,8570724;312,4470739;327,5972506;327,5175799;327,985391;327,6737265;327,1156578;326,1973816;324,2701556;317,5954594
0,371;0,138;0,993;0,396;0,692;0,943;0,677;0,522;0,544;0,46;0,503;0,674;332,7459088;332,5525638;333,0851125;333,107794;332,6878303;331,5601615;328,4524378;320,1900412;383,6530152;381,7419041;382,2749965;382,3154179;381,7436115;380,338433;377,6551815;377,8032278;537,9536092;529,172708;530,0206374;529,9152202;528,6784145;526,1092478;523,107523;489,8808591;456,609754;455,6183188;455,9084517;456,3224155;456,3172701;456,5107736;454,3378636;430,4182063;440,1679352;439,2161207;439,1913117;439,1907628;439,2096426;439,2370174;438,109253;425,2216182;581,807433;579,1584652;579,191342;579,2408478;579,3773706;579,756519;576,0544613;546,3277191;637,8274367;633,9363227;633,9836362;633,9979718;633,8098401;633,109492;626,8126448;583,7563891;517,669384;517,1296517;518,2771872;518,4311172;518,0746376;516,5197267;508,8601332;486,2774231;452,3182808;467,2785413;470,761169;469,2731942;465,6834661;459,1218749;449,6986288;384,3119459;465,4451336;467,4957252;468,1961136;467,6913251;465,8105931;461,8612376;451,30353;418,7956745
0,38;0,505;0,751;0,559;0,807;0,59;0,889;0,625;0,399;0,558;0,746;0,947;337,2887506;336,4626684;337,2048135;337,3105257;336,8051594;335,3876458;331,7964959;321,9630949;381,7485818;379,2440545;379,9960001;380,1181981;379,5476438;378,0498973;375,2386687;376,9651197;444,5964672;439,9575827;440,7929451;440,9036504;440,3470648;438,9944414;437,2041655;417,7792844;454,186314;451,1323977;451,6856462;451,866647;451,7276216;451,4578709;450,4086214;434,6858883;462,6415656;461,0184339;461,0571764;461,097347;461,1642144;461,2688618;459,9941421;444,3289588;552,4713214;550,4384399;550,1681873;549,8686604;550,0539147;550,620029;547,8874622;519,4282335;623,9227218;617,6712498;618,638018;618,9989687;618,6656804;617,4836429;611,5217335;569,6372414;525,4490649;521,877061;524,7340182;524,9527578;524,1527952;521,4577204;511,7977124;490,0167781;450,7926259;454,9110232;464,9117416;462,7357711;458,1296839;450,3385787;439,9388404;386,0861144;467,798757;467,0878798;468,891061;467,9446624;465,1483052;460,2277914;449,656944;415,4511745
0,684;0,787;0,41;0,836;0,881;0,735;0,976;0,682;0,517;0,419;0,299;0,353;355,4157802;353,8951359;355,0108816;355,2019897;354,4664962;352,3856038;347,2539611;332,9474962;396,4584796;393,7577505;394,585406;394,7172542;394,1298463;392,5502441;389,4570828;390,1200497;478,5951583;472,2224619;473,2834596;473,4265004;472,6861889;470,9311154;468,680974;443,9057108;477,6458085;474,3000489;474,8471443;475,0850155;474,9798866;474,767752;473,2998142;453,4348236;478,8356968;476,8872181;476,9257125;476,9719906;477,0497798;477,1716346;475,6956941;457,9810709;559,4510555;556,1418585;556,3556995;556,4553011;556,4553865;556,5245436;553,4204918;527,5844207;552,0779038;546,5670792;547,5873492;548,0153428;547,452357;545,8231208;541,0173334;508,1527025;424,0257934;422,0099157;423,9844613;424,0559053;423,4042594;421,5437679;415,6268932;405,3095979;381,3041223;378,1215285;385,3701541;383,5358533;379,6875036;374,3753105;369,4263724;343,7159502;371,9471339;372,2780883;373,2490011;372,6597603;371,4398631;369,3618261;364,5469714;349,2017065
0,87;0,126;0,168;0,593;0,707;0,561;0,696;0,437;0,522;0,458;0,473;0,191;341,4611092;340,8197657;341,6727089;341,8037399;341,2525898;339,6816625;335,6319617;324,7796374;380,4120847;378,5906157;379,2488735;379,3330025;378,8146358;377,4737948;374,8118229;375,0089298;450,1286665;446,2236403;446,8605993;446,8624172;446,21415;444,809139;442,9450192;423,5513146;429,1544876;427,8545367;428,1324718;428,4043285;428,5807898;428,8099735;427,6357849;412,4004595;418,6120354;418,3513143;418,1971424;418,019375;417,9192324;417,9302374;417,0340523;406,932665;568,6360316;565,8679621;565,8801027;565,9244955;566,1520434;566,5591979;563,2135387;535,4448415;609,0785973;604,9233258;605,1310431;605,2088033;604,9684048;604,1078117;598,7747849;559,8016962;476,7638447;475,4880752;476,8937292;477,1153471;476,6408739;474,6559935;466,6395155;448,9630023;395,8155256;399,3252243;401,5504837;399,1765796;394,922504;389,4912742;386,6134268;357,9650111;373,1212491;374,2280542;374,5752936;374,3058472;373,5125006;371,864865;367,2004057;352,8286391
0,466;0,11;0,155;0,384;0,231;0,278;0,443;0,589;0,63;0,52;0,569;0,472;323,0243688;322,6717279;323,2467856;323,3516961;323,0168243;322,0344147;319,4542238;312,5583437;330,1272167;329,7515484;329,9495267;329,9783026;329,8567233;329,5001184;328,6422855;327,7194771;369,1752701;367,5728782;367,9154361;367,9306214;367,6185287;366,9252729;366,0598362;357,5575815;410,3580065;408,1436518;407,2168692;406,1786013;405,1392075;404,406244;403,8001729;389,0881973;457,9450807;458,0430307;457,6048356;457,2927311;457,2150287;457,45577;456,122924;442,6588362;612,1718766;608,5889132;608,5526214;608,5973355;608,8950408;609,4437889;604,9994777;571,9617637;652,241352;647,1091589;647,254563;647,3602407;647,1833239;646,4217485;639,7671132;594,1586423;523,3967706;522,2226303;523,3946536;523,6092153;523,2291488;521,3993819;512,7336402;489,1887411;438,2540628;451,1782178;452,8429075;451,0850145;447,4805249;441,6110016;434,9448639;381,3314537;436,7619714;438,6225344;439,0185035;438,6176337;437,2877358;434,2630167;425,6083058;399,3176966
